Employee_ID,Name,Department,Years_Experience,Current_Project_ID,Location,Skills
E652,Kimberly King,AI Research,11.7,,Pune,"UI/UX Design, Data Visualization, Container Orchestration"
E653,Thomas Key,Full Stack Dev,13.1,,Chennai,"Robotic Process Automation, Data Quality Management, Data Engineering"
E654,Laura Smith,AI Research,8.0,,Chennai,"Terraform, Data Visualization, Data Quality Management"
E655,Ronald Kelley,Cloud Engineering,13.6,,Pune,"Business Intelligence, Docker, UI/UX Design"
E656,Natalie Tucker,Cloud Engineering,13.5,,Mumbai,"PostgreSQL, SQL, Kubernetes"
E657,Brandon Jimenez,Cloud Engineering,12.5,,Pune,"Serverless Architecture, Docker, GraphQL API Development"
E658,Meagan Lopez,Full Stack Dev,12.3,,Chennai,"Real-time Data Processing, Edge Computing, Penetration Testing"
E659,Evelyn Castaneda,AI Research,10.9,,Chennai,"CI/CD Pipelines, Terraform, TensorFlow"
E660,Carl Vazquez,Cybersecurity,5.9,,Chennai,"Blockchain, Terraform, API Development"
E661,Ellen Lowe,Cybersecurity,14.5,,Mumbai,"Scrum Methodology, Edge Computing, Data Visualization"
E662,Kylie Jones,Cybersecurity,2.2,,Pune,"REST APIs, Blockchain, Data Visualization"
E663,Adam Arnold,Full Stack Dev,4.4,,Mumbai,"GraphQL, Data Privacy Compliance, CI/CD Pipelines"
E664,Robert Brewer,Full Stack Dev,6.7,,Delhi,"Scrum Methodology, Robotic Process Automation, Data Quality Management"
E665,Jacob Sullivan,DevOps,3.5,,Chennai,"Penetration Testing, Docker, Data Quality Management"
E666,Jason Shaffer,Full Stack Dev,6.6,,Pune,"Cloud Security, Scrum, React"
E667,Chloe Mcguire,Data Science,6.1,,Chennai,"Edge Computing, Data Visualization, DevOps Practices"
E668,Michael Williams,Data Science,7.6,,Chennai,".Net, Data Mesh Architecture, React"
E669,Daniel Sanchez,Data Science,12.9,,Chennai,"Edge Computing, Data Engineering, Python"
E670,Jeffrey Morgan,Cybersecurity,10.8,,Chennai,"REST APIs, Robotic Process Automation, GraphQL"
E671,Richard Bell,DevOps,4.3,,Delhi,"SQL, Data Engineering, Data Quality Management"
E672,Melissa Diaz,Data Science,1.1,,Chennai,"PostgreSQL, Incident Response, Data Engineering"
E673,Gerald Mitchell,AI Research,4.0,,Pune,"Microservices Architecture, Data Quality Management, NoSQL Database Management"
E674,Anna Armstrong,AI Research,10.6,,Pune,"CI/CD, Big Data, Data Lake Implementation"
E675,Kelli Smith,Data Science,3.8,,Chennai,"CI/CD, NoSQL, REST APIs"
E676,Maria Pruitt,Data Science,8.6,,Pune,"Kubernetes, Serverless Architecture, Microservices"
E677,Aaron Waters,AI Research,8.0,,Chennai,"Agile, Node.js, Quantum Computing"
E678,Pamela Olsen,Data Science,5.5,,Mumbai,"Scrum Methodology, Java, Incident Response"
E679,Gabriela Cohen,Data Science,6.3,,Pune,"Data Lake Implementation, Data Governance, Mobile Development"
E680,Christopher Taylor,Cloud Engineering,8.2,,Pune,"Incident Response, Microservices Architecture, SQL"
E681,Andrew Giles,Cloud Engineering,11.9,,Chennai,"Data Warehousing, Kubernetes, Healthcare Analytics"
E682,Jillian Fritz,Full Stack Dev,1.5,,Chennai,"AWS, Data Quality Management, Quantum Computing"
E683,Kevin Smith,DevOps,11.3,,Chennai,"NoSQL Database Management, Agile, Microservices"
E684,Lisa Pitts,Full Stack Dev,1.9,,Pune,"Business Intelligence, Agile, Microservices Architecture"
E685,Pamela Murray,Cloud Engineering,4.8,,Pune,"CI/CD, Serverless Architecture, IoT"
E686,Brooke Miller,Cloud Engineering,6.1,,Mumbai,"Scrum Methodology, Container Orchestration, Terraform"
E687,Tammy Casey,Full Stack Dev,5.2,,Delhi,"Microservices Architecture, Big Data, TensorFlow"
E688,David Gomez,AI Research,2.5,,Chennai,"CI/CD Pipelines, Container Orchestration, Network Security"
E689,Dawn Franklin,Data Science,2.2,,Pune,"CI/CD Pipelines, UI/UX Design, IoT"
E690,Christian Bryant,DevOps,1.7,,Chennai,"Incident Response, NoSQL Database Management, Docker"
E691,Ryan Gutierrez,DevOps,5.0,,Pune,"Microservices Architecture, CI/CD Pipelines, React"
E692,Peter Brown,AI Research,2.8,,Mumbai,"Healthcare Analytics, React, Real-time Data Processing"
E693,Erin Rhodes,Full Stack Dev,14.1,,Mumbai,"IoT, Terraform, Data Engineering"
E694,Christine Hernandez,AI Research,5.5,,Mumbai,"API Development, PostgreSQL, Azure"
E695,Paul Goodman,DevOps,9.7,,Chennai,"CI/CD Pipelines, Scrum Methodology, IoT"
E696,Kelsey Gomez,DevOps,14.6,,Mumbai,"NoSQL Database Management, Network Security, SQL"
E697,Amanda Payne,DevOps,1.8,,Mumbai,"Network Security, Data Privacy Compliance, Cybersecurity"
E698,Robert Gonzales,Data Science,5.9,,Delhi,"Node.js, Microservices, .Net"
E699,Anthony Walker,Cloud Engineering,8.9,,Delhi,".Net, AWS, Data Governance"
E700,Steven Schneider,AI Research,9.2,,Mumbai,"SQL, Data Quality Management, Data Privacy Compliance"
E701,Joel Hamilton,Cybersecurity,14.3,,Pune,"Quantum Computing, Incident Response, Business Intelligence"
E702,William Flores,Cloud Engineering,11.9,,Delhi,"Microservices Architecture, Robotic Process Automation, Data Mesh Architecture"
E703,Cheryl Barron,Cybersecurity,4.1,,Mumbai,"React, GraphQL, Cybersecurity"
E704,James Parrish,Data Science,2.9,,Mumbai,"Cybersecurity, Serverless Architecture, Node.js"
E705,Brittany Hayes,Data Science,4.0,,Chennai,"Data Privacy Compliance, Data Governance, Data Visualization"
E706,Charles Meyer,Full Stack Dev,13.6,,Delhi,"Healthcare Analytics, Data Engineering, Jenkins"
E707,James Peterson,Full Stack Dev,3.3,,Mumbai,"Network Security, Data Lake Implementation, Docker"
E708,Michelle Graham,Cybersecurity,4.0,,Mumbai,"Jenkins, REST APIs, SQL"
E709,Jennifer Paul,AI Research,11.0,,Chennai,"Data Warehousing, Terraform, Kubernetes"
E710,Ann English,DevOps,3.1,,Chennai,"Cybersecurity, Data Visualization, DevOps Practices"
E711,Carrie Carpenter,Full Stack Dev,6.4,,Chennai,"Robotic Process Automation, Agile, Real-time Data Processing"
E712,Kimberly Garrett,AI Research,12.3,,Chennai,"Azure, Scrum Methodology, Jenkins"
E713,Wayne Shaw,DevOps,10.8,,Pune,"CI/CD, API Development, REST APIs"
E714,Toni Gonzalez,Full Stack Dev,14.9,,Pune,"Terraform, IoT, Quantum Computing"
E715,Ashley Miller,AI Research,7.7,,Delhi,"Serverless Architecture, Agile Project Management, Java"
E716,Megan Pope,Cloud Engineering,3.6,,Pune,"CI/CD, Scrum, Network Security"
E717,Anthony Rodriguez,AI Research,3.8,,Chennai,"NoSQL, Data Mesh Architecture, Quantum Computing"
E718,Lisa Cabrera,Data Science,10.0,,Pune,"Business Intelligence, Jenkins, AWS"
E719,Sherry Johnson,Full Stack Dev,1.2,,Mumbai,"Azure, TensorFlow, Container Orchestration"
E720,Douglas Reed,Cybersecurity,1.6,,Chennai,"React, Quantum Computing, Data Engineering"
E721,Eric Sexton,Data Science,12.2,,Chennai,"Azure, Terraform, Serverless Architecture"
E722,Melissa Rios,Cybersecurity,12.6,,Pune,"Agile Project Management, React, DevOps Practices"
E723,Lisa Barber,Cloud Engineering,5.9,,Delhi,"Network Security, Machine Learning, Data Visualization"
E724,Hannah White,AI Research,2.9,,Mumbai,"Healthcare Analytics, Machine Learning, GraphQL"
E725,Lynn Gibson,Data Science,11.7,,Chennai,".Net, Real-time Data Processing, Edge Computing"
E726,Scott Davis,DevOps,7.0,,Chennai,"Cybersecurity, React, Scrum Methodology"
E727,Jonathan Mckinney,Cloud Engineering,7.1,,Pune,"CI/CD, NoSQL Database Management, Serverless Architecture"
E728,Tiffany Stanley,AI Research,2.8,,Pune,"AWS, Blockchain, Microservices Architecture"
E729,Taylor Peterson,DevOps,9.9,,Chennai,"NoSQL, Jenkins, Data Visualization"
E730,Erik Rose,Cybersecurity,6.5,,Delhi,"Quantum Computing, Big Data, NLP"
E731,Kristy Moore,Full Stack Dev,14.9,,Chennai,"Data Visualization, Robotic Process Automation, GraphQL"
E732,Joseph Johnson,Cybersecurity,3.8,,Chennai,"Azure, Data Warehousing, Terraform"
E733,Victor Castillo,Full Stack Dev,7.2,,Mumbai,"Docker, Machine Learning, NoSQL"
E734,Joshua Anthony,Data Science,10.5,,Chennai,"NoSQL, Microservices Architecture, Terraform"
E735,Emily Thompson,Cybersecurity,9.6,,Mumbai,"Cloud Security, Java, Quantum Computing"
E736,Heather Wilson,AI Research,9.4,,Delhi,"NoSQL, UI/UX Design, Container Orchestration"
E737,Natasha Spencer,DevOps,9.0,,Delhi,"SQL, Python, Jenkins"
E738,Catherine Evans,Full Stack Dev,2.0,,Chennai,"Scrum, Robotic Process Automation, Terraform"
E739,Tracy Pearson,AI Research,11.5,,Chennai,"NLP, Data Quality Management, Network Security"
E740,Claudia Lane,AI Research,3.7,,Delhi,"Penetration Testing, Serverless Architecture, Agile Project Management"
E741,Lynn Armstrong,Cloud Engineering,10.7,,Chennai,"PostgreSQL, Data Quality Management, Container Orchestration"
E742,Julie Chavez,Data Science,7.3,,Pune,"Terraform, PostgreSQL, .Net"
E743,Scott Adams,Cloud Engineering,12.4,,Chennai,"CI/CD, Data Engineering, Data Warehousing"
E744,Christian King,Full Stack Dev,5.4,,Chennai,"Data Governance, CI/CD, Scrum"
E745,William Mcmillan,Cybersecurity,7.5,,Mumbai,"Microservices Architecture, SQL, Java"
E746,Sarah Allen,Full Stack Dev,13.9,,Mumbai,"Cybersecurity, Jenkins, PostgreSQL"
E747,Jesus David,Full Stack Dev,1.1,,Delhi,"SQL, .Net, Blockchain"
E748,Michael Bennett,DevOps,7.0,,Delhi,"Blockchain, Mobile Development, Node.js"
E749,Richard Johnson,AI Research,11.3,,Chennai,"React, Incident Response, TensorFlow"
E750,Jessica Poole,Cybersecurity,1.4,,Pune,"Data Quality Management, Quantum Computing, Agile Project Management"
E751,Justin Francis,DevOps,11.0,,Delhi,"Scrum, Java, Data Quality Management"
E752,Laura Johnson,Full Stack Dev,10.5,,Pune,"Network Security, CI/CD, Container Orchestration"
E753,Briana Collins,Cybersecurity,1.4,,Pune,"Java, Scrum, Data Mesh Architecture"
E754,William Castaneda,Full Stack Dev,1.6,,Pune,"AWS, Cloud Security, API Development"
E755,Kelsey Miller,DevOps,5.0,,Pune,"Agile, Quantum Computing, Data Governance"
E756,Kevin Donovan,Cloud Engineering,9.7,,Pune,"Data Privacy Compliance, .Net, Node.js"
E757,Thomas Stewart,Data Science,5.9,,Mumbai,"CI/CD Pipelines, NoSQL, Data Visualization"
E758,Kimberly Johnson,AI Research,10.0,,Chennai,"Data Warehousing, Healthcare Analytics, Data Engineering"
E759,Laura Sanchez,Cybersecurity,4.7,,Chennai,"Data Privacy Compliance, Data Governance, Mobile Development"
E760,Jeremiah Pacheco,DevOps,11.5,,Mumbai,"CI/CD, Scrum Methodology, Microservices"
E761,Kathryn Wallace,Cloud Engineering,5.3,,Delhi,"Python, API Development, Node.js"
E762,Raymond Mendoza,Cloud Engineering,11.9,,Delhi,"Data Engineering, Kubernetes, Robotic Process Automation"
E763,Troy Ford,Data Science,14.0,,Chennai,"SQL, REST APIs, TensorFlow"
E764,Stephanie Thompson,AI Research,5.5,,Delhi,"Scrum, Terraform, Incident Response"
E765,Renee Carter,AI Research,3.2,,Mumbai,"Data Mesh Architecture, CI/CD, TensorFlow"
E766,Jeremy Thompson,Data Science,6.6,,Mumbai,"NLP, SQL Database Management, Quantum Computing"
E767,Glenn James,DevOps,1.8,,Delhi,"Machine Learning, Agile, Terraform"
E768,James Patterson,AI Research,6.6,,Delhi,"Java, TensorFlow, SQL Database Management"
E769,Kimberly Miller,DevOps,8.0,,Chennai,"Azure, Cloud Security, Scrum"
E770,Jill Donovan,Cloud Engineering,10.1,,Delhi,"Azure, Data Governance, Penetration Testing"
E771,Rebecca Roberts,AI Research,4.2,,Mumbai,"Data Privacy Compliance, Java, AWS"
E772,Larry Duarte,Cloud Engineering,6.6,,Mumbai,"GraphQL API Development, UI/UX Design, Serverless Architecture"
E773,Andrea Becker,Cybersecurity,7.9,,Delhi,"Business Intelligence, Network Security, Robotic Process Automation"
E774,Victor Mccarthy,DevOps,5.8,,Chennai,"Machine Learning, .Net, Serverless Architecture"
E775,Ryan Goodman,Cybersecurity,8.9,,Chennai,"AWS, Scrum, Data Quality Management"
E776,Larry Woods,Full Stack Dev,13.3,,Mumbai,"Blockchain, Business Intelligence, Cybersecurity"
E777,Donna Robinson,Cybersecurity,5.4,,Chennai,"Microservices Architecture, API Development, UI/UX Design"
E778,Brian Owen,Cloud Engineering,8.6,,Mumbai,"Big Data, Machine Learning, SQL"
E779,Aaron Clark,Full Stack Dev,14.8,,Mumbai,"Scrum, NoSQL, Network Security"
E780,Shannon Martinez,Full Stack Dev,8.8,,Pune,"GraphQL API Development, API Development, Edge Computing"
E781,Daniel Lewis,DevOps,2.8,,Pune,"Jenkins, NoSQL Database Management, GraphQL API Development"
E782,Sarah Simmons,AI Research,10.6,,Delhi,"SQL Database Management, REST APIs, Real-time Data Processing"
E783,Maria Morrison,Data Science,11.0,,Mumbai,"Java, Terraform, NLP"
E784,Carrie Walker,AI Research,7.7,,Pune,"Jenkins, Docker, Data Quality Management"
E785,Robin Harrison,Cybersecurity,7.2,,Chennai,"Machine Learning, Node.js, Penetration Testing"
E786,Denise Shaw,Cloud Engineering,5.9,,Pune,"Penetration Testing, DevOps Practices, GraphQL API Development"
E787,Chelsea Allison,Cloud Engineering,1.2,,Delhi,"Microservices, Business Intelligence, .Net"
E788,Andrew Lee,Data Science,13.0,,Chennai,".Net, Kubernetes, NLP"
E789,Monica Brown,Cybersecurity,2.3,,Mumbai,"Data Privacy Compliance, Container Orchestration, Microservices Architecture"
E790,Stephen Elliott,Data Science,5.0,,Pune,"Business Intelligence, Cybersecurity, React"
E791,John Pierce,DevOps,12.0,,Pune,"Java, GraphQL API Development, Agile"
E792,Andrea Murphy,DevOps,7.0,,Mumbai,"NLP, Serverless Architecture, Edge Computing"
E793,William Kent,Data Science,1.4,,Mumbai,"Agile, IoT, Data Visualization"
E794,Christine Diaz,Cloud Engineering,3.7,,Chennai,"Business Intelligence, Data Privacy Compliance, Edge Computing"
E795,Dorothy Kaufman,Full Stack Dev,9.8,,Mumbai,"Business Intelligence, Cloud Security, Big Data"
E796,Jeremy Trujillo,Full Stack Dev,1.5,,Delhi,"Cybersecurity, Business Intelligence, Network Security"
E797,Kristy Myers,Cloud Engineering,10.1,,Mumbai,"Big Data, Microservices Architecture, Data Governance"
E798,Anthony Keller,Data Science,3.1,,Chennai,"Agile Project Management, Scrum, React"
E799,Elizabeth Bennett,Data Science,14.3,,Pune,"Terraform, SQL Database Management, Penetration Testing"
E800,Tonya Williams,AI Research,1.4,,Pune,"Real-time Data Processing, Data Privacy Compliance, NoSQL Database Management"
E801,Mark Green,DevOps,10.4,,Pune,"Serverless Architecture, Blockchain, Real-time Data Processing"
E802,Mrs. Carrie Smith,Data Science,5.4,,Chennai,"AWS, GraphQL API Development, Data Mesh Architecture"
E803,Elizabeth Leonard,Full Stack Dev,2.9,,Delhi,"Cloud Security, Network Security, Azure"
E804,Shane Wallace,Cybersecurity,4.3,,Mumbai,"Java, Jenkins, CI/CD"
E805,Mr. Derek Poole,AI Research,12.8,,Pune,"PostgreSQL, Real-time Data Processing, Data Engineering"
E806,Julie Myers,Cloud Engineering,10.1,,Mumbai,"NoSQL, Blockchain, Terraform"
E807,Kelsey Young,Full Stack Dev,4.6,,Delhi,"GraphQL, .Net, Docker"
E808,Steven Hansen,Cloud Engineering,11.8,,Delhi,"Quantum Computing, CI/CD, Data Visualization"
E809,Paul Morse,Full Stack Dev,3.4,,Delhi,"NLP, Healthcare Analytics, PostgreSQL"
E810,Gwendolyn Brown,Cybersecurity,10.3,,Chennai,"Jenkins, CI/CD, Big Data"
E811,Lisa Bishop,Cloud Engineering,4.6,,Delhi,"Business Intelligence, Real-time Data Processing, API Development"
E812,Gregory Terry,Cybersecurity,1.1,,Pune,".Net, CI/CD, Quantum Computing"
E813,Heather Shelton,Data Science,14.2,,Pune,"Big Data, GraphQL, Data Quality Management"
E814,Michael Kaiser,Data Science,2.7,,Delhi,"Terraform, Agile Project Management, Edge Computing"
E815,Mrs. Chloe Hughes PhD,Full Stack Dev,5.6,,Chennai,"Microservices, Blockchain, Data Governance"
E816,Hannah Nichols,DevOps,3.1,,Mumbai,"Penetration Testing, AWS, DevOps Practices"
E817,Michael Torres,Full Stack Dev,13.6,,Pune,"Jenkins, React, GraphQL"
E818,Jeremy Nunez,Data Science,10.4,,Chennai,"IoT, Real-time Data Processing, Edge Computing"
E819,Shawn Michael,DevOps,8.4,,Delhi,"Network Security, Data Privacy Compliance, Docker"
E820,Sheila Singleton DDS,Cybersecurity,5.4,,Mumbai,"Machine Learning, Python, Robotic Process Automation"
E821,Marcus Garrett,Cloud Engineering,2.3,,Delhi,"Kubernetes, Big Data, REST APIs"
E822,Vincent Thomas,Cybersecurity,1.8,,Mumbai,"TensorFlow, Jenkins, Edge Computing"
E823,Andrew Murray,DevOps,13.3,,Pune,"Scrum, Penetration Testing, React"
E824,Rhonda Graham,DevOps,10.3,,Chennai,"IoT, Big Data, Microservices"
E825,Jennifer Riley,Data Science,4.2,,Delhi,"UI/UX Design, Azure, GraphQL"
E826,Carolyn Cruz,Data Science,1.6,,Delhi,"DevOps Practices, Node.js, Data Mesh Architecture"
E827,Arthur Marquez,Cloud Engineering,3.0,,Delhi,"Data Warehousing, Healthcare Analytics, Scrum Methodology"
E828,Dr. Fernando Tapia DVM,DevOps,13.7,,Delhi,"DevOps Practices, TensorFlow, Microservices Architecture"
E829,John Powell,Data Science,13.8,,Pune,"PostgreSQL, Real-time Data Processing, Machine Learning"
E830,Olivia Chambers,AI Research,12.1,,Delhi,"Big Data, Data Engineering, Mobile Development"
E831,Tracy Peck,DevOps,7.7,,Pune,"Agile Project Management, Penetration Testing, Cybersecurity"
E832,Matthew Ray,Cloud Engineering,6.8,,Pune,"Data Governance, Microservices Architecture, Business Intelligence"
E833,Tami Paul,Data Science,10.6,,Pune,"Edge Computing, Serverless Architecture, Data Warehousing"
E834,Jerry Massey,DevOps,5.6,,Chennai,"Kubernetes, API Development, Docker"
E835,Dr. Jeremy Crane,Cloud Engineering,1.3,,Mumbai,"Cybersecurity, Azure, REST APIs"
E836,Jennifer Stewart,Cloud Engineering,4.2,,Chennai,"Agile Project Management, Data Mesh Architecture, Data Lake Implementation"
E837,Jacqueline Smith,Data Science,6.1,,Pune,"DevOps Practices, Penetration Testing, Java"
E838,Hannah Johnson,Full Stack Dev,3.2,,Delhi,"Big Data, Data Quality Management, Data Governance"
E839,Jeffrey Fowler,Data Science,1.6,,Pune,"Cybersecurity, Agile, Docker"
E840,Jessica Sweeney,Cloud Engineering,12.2,,Pune,"NoSQL Database Management, Edge Computing, Docker"
E841,Joshua Cruz,Cloud Engineering,6.7,,Delhi,"Data Visualization, Data Lake Implementation, GraphQL"
E842,Michelle Hammond,Data Science,2.7,,Mumbai,"GraphQL API Development, Data Warehousing, Robotic Process Automation"
E843,Dustin Smith,Full Stack Dev,10.4,,Mumbai,"Data Privacy Compliance, Data Lake Implementation, Penetration Testing"
E844,Karen Robinson,Cybersecurity,6.6,,Delhi,"REST APIs, Agile Project Management, Real-time Data Processing"
E845,Leslie Randolph MD,Cybersecurity,11.7,,Mumbai,"SQL Database Management, GraphQL API Development, Data Engineering"
E846,Sherri Rollins,Cybersecurity,5.2,,Delhi,"Python, Microservices, Machine Learning"
E847,Pamela Johnson,Cybersecurity,10.2,,Pune,"Container Orchestration, UI/UX Design, React"
E848,Mark Lewis,Full Stack Dev,5.2,,Mumbai,"Data Mesh Architecture, Data Privacy Compliance, Data Lake Implementation"
E849,Michelle Morrison,DevOps,12.0,,Chennai,"Mobile Development, Robotic Process Automation, Machine Learning"
E850,Dave Brooks,Cloud Engineering,7.8,,Pune,"Machine Learning, Agile, API Development"
E851,Morgan Roberts,Data Science,8.3,,Delhi,"NLP, IoT, Terraform"
E852,Sydney White,Cloud Engineering,1.7,,Delhi,"Container Orchestration, Data Governance, Microservices Architecture"
E853,Steven Perkins,Cybersecurity,1.1,,Pune,"React, Incident Response, Data Privacy Compliance"
E854,Aaron Ruiz,Full Stack Dev,7.8,,Mumbai,"Microservices, SQL, Machine Learning"
E855,Kevin Campbell,AI Research,1.5,,Chennai,"Quantum Computing, CI/CD, REST APIs"
E856,Breanna Miller,Data Science,14.2,,Delhi,"CI/CD, GraphQL API Development, GraphQL"
E857,Heather Krueger,Data Science,3.8,,Mumbai,"TensorFlow, Data Visualization, Microservices"
E858,Cheryl Spence,Cybersecurity,1.9,,Mumbai,"API Development, Data Engineering, AWS"
E859,Jennifer Goodwin,Cloud Engineering,14.2,,Delhi,"NoSQL, Data Quality Management, IoT"
E860,Gloria Blanchard,Cybersecurity,6.1,,Mumbai,"Data Visualization, Cybersecurity, Edge Computing"
E861,Susan Aguilar,AI Research,3.5,,Delhi,"NoSQL Database Management, Data Engineering, GraphQL"
E862,Kaitlyn Morrison,Data Science,3.1,,Pune,"AWS, Python, GraphQL API Development"
E863,Anna Snyder,Full Stack Dev,14.0,,Chennai,"Edge Computing, React, API Development"
E864,Nathan Whitehead,AI Research,15.0,,Chennai,"IoT, Data Visualization, GraphQL API Development"
E865,Heather Romero,AI Research,8.3,,Pune,"Container Orchestration, Terraform, Business Intelligence"
E866,Charles Rogers,Cloud Engineering,4.4,,Delhi,"Incident Response, AWS, Scrum"
E867,Katrina Greene,Cybersecurity,4.5,,Mumbai,"Microservices, Edge Computing, Healthcare Analytics"
E868,Jacob Trevino,Cloud Engineering,10.9,,Mumbai,"Node.js, Blockchain, Data Quality Management"
E869,Anna Turner,Full Stack Dev,10.8,,Chennai,"Real-time Data Processing, Data Warehousing, Scrum"
E870,Daniel Schmidt,DevOps,12.5,,Chennai,"Data Mesh Architecture, GraphQL API Development, SQL Database Management"
E871,Karen Nguyen,Data Science,3.6,,Mumbai,"Scrum, Data Lake Implementation, API Development"
E872,Katrina Garza,DevOps,1.1,,Pune,"Azure, Scrum, Agile"
E873,Ryan Neal,Cloud Engineering,8.0,,Delhi,"NLP, Data Mesh Architecture, React"
E874,Erin Flores,Cloud Engineering,14.2,,Pune,"Data Lake Implementation, GraphQL API Development, NoSQL Database Management"
E875,William Caldwell,Full Stack Dev,10.8,,Delhi,"Data Governance, Business Intelligence, Python"
E876,Zachary Rodriguez,Cybersecurity,13.3,,Pune,"Agile, NLP, Azure"
E877,Carmen Stephens,DevOps,7.8,,Chennai,"Container Orchestration, Scrum, CI/CD Pipelines"
E878,Brandon Ortiz,Full Stack Dev,8.8,,Chennai,"Agile, Scrum, .Net"
E879,Daniel Williams,Full Stack Dev,11.2,,Chennai,"Incident Response, PostgreSQL, Jenkins"
E880,Daniel Carlson,DevOps,3.2,,Mumbai,"Serverless Architecture, PostgreSQL, Mobile Development"
E881,Amanda Harrell,AI Research,12.2,,Pune,"GraphQL API Development, NoSQL Database Management, Data Governance"
E882,Sara Lee,Full Stack Dev,10.5,,Chennai,"Cybersecurity, CI/CD Pipelines, Terraform"
E883,Sandra Willis,Cloud Engineering,4.7,,Mumbai,"TensorFlow, Machine Learning, Scrum"
E884,Paige Williams,Data Science,7.4,,Chennai,"Machine Learning, NoSQL, GraphQL"
E885,Joseph Morales,Cloud Engineering,8.9,,Pune,"TensorFlow, Microservices, Scrum Methodology"
E886,Jennifer Maldonado PhD,Cybersecurity,7.5,,Pune,"Data Mesh Architecture, Microservices Architecture, IoT"
E887,James Barber,AI Research,7.8,,Pune,"AWS, GraphQL API Development, Docker"
E888,Michael Sexton,Cloud Engineering,12.8,,Mumbai,"Data Engineering, SQL Database Management, Business Intelligence"
E889,Lisa Hutchinson,Cybersecurity,5.3,,Chennai,"Business Intelligence, Container Orchestration, React"
E890,William Smith,AI Research,12.7,,Chennai,"Data Privacy Compliance, AWS, Data Warehousing"
E891,Jill Cox,Data Science,5.1,,Chennai,"Quantum Computing, PostgreSQL, Data Mesh Architecture"
E892,Albert Butler,Data Science,9.9,,Chennai,"AWS, Python, SQL"
E893,Jessica Wilkerson,Full Stack Dev,1.8,,Delhi,"Java, Blockchain, Data Privacy Compliance"
E894,Michael Hansen,Cybersecurity,10.8,,Mumbai,"Data Engineering, TensorFlow, PostgreSQL"
E895,Jennifer Grant,Cloud Engineering,12.7,,Mumbai,"Blockchain, Real-time Data Processing, Scrum"
E896,Renee Davis,Data Science,10.7,,Chennai,"CI/CD, Data Governance, Docker"
E897,Monica Alexander,Data Science,6.7,,Chennai,"Java, API Development, TensorFlow"
E898,Robert Obrien Jr.,Cybersecurity,14.6,,Chennai,"Agile, Scrum Methodology, Cloud Security"
E899,Deborah Moore,DevOps,11.8,,Delhi,"Serverless Architecture, UI/UX Design, Python"
E900,Dr. Sarah Becker,AI Research,3.0,,Delhi,"CI/CD, Network Security, Data Warehousing"
E901,Anthony Watkins,Data Science,9.8,,Chennai,"NoSQL, Data Visualization, Penetration Testing"
E902,Peter Bishop,AI Research,7.4,,Mumbai,"Docker, REST APIs, Quantum Computing"
E903,Katherine Flowers,Full Stack Dev,3.8,,Pune,"REST APIs, SQL Database Management, Microservices"
E904,Lorraine Baker,Cybersecurity,15.0,,Mumbai,"Cloud Security, Data Governance, Data Visualization"
E905,Samantha Henry,AI Research,14.4,,Delhi,"TensorFlow, Scrum, Machine Learning"
E906,Kristen Pratt,Data Science,13.3,,Chennai,"SQL Database Management, Quantum Computing, GraphQL"
E907,Gregory Valentine,Data Science,3.0,,Delhi,"Python, Data Engineering, TensorFlow"
E908,Marissa Vargas,Data Science,5.1,,Mumbai,"Blockchain, Data Visualization, Node.js"
E909,Kimberly Howard,AI Research,11.0,,Pune,"Robotic Process Automation, React, TensorFlow"
E910,Abigail Hickman,AI Research,5.4,,Delhi,"GraphQL API Development, Microservices, NoSQL"
E911,Louis Garcia,Cloud Engineering,4.4,,Chennai,"NoSQL, React, Agile Project Management"
E912,Christopher Davis,Data Science,9.4,,Pune,"Microservices, Data Warehousing, Serverless Architecture"
E913,Tiffany Jones,Full Stack Dev,1.7,,Chennai,"Data Privacy Compliance, Node.js, NoSQL"
E914,Christopher Gallegos,Cybersecurity,2.1,,Mumbai,"Penetration Testing, Microservices, Data Lake Implementation"
E915,Christopher Robertson,Cloud Engineering,5.0,,Mumbai,"REST APIs, Kubernetes, Data Engineering"
E916,James Harvey,Data Science,8.8,,Chennai,"Data Governance, React, Terraform"
E917,Krystal Wilson,Data Science,4.9,,Chennai,"Blockchain, Mobile Development, Scrum"
E918,Dana Wolfe,Full Stack Dev,3.7,,Pune,"Data Lake Implementation, Incident Response, Agile"
E919,Elizabeth Morgan,DevOps,13.8,,Pune,"REST APIs, Robotic Process Automation, Container Orchestration"
E920,Sarah Randolph,AI Research,7.5,,Pune,"Scrum Methodology, REST APIs, Node.js"
E921,David White,Cybersecurity,6.2,,Mumbai,"Docker, PostgreSQL, Quantum Computing"
E922,Sean Graham,Cybersecurity,8.2,,Chennai,"Quantum Computing, Data Governance, Data Visualization"
E923,Julia Walker,Full Stack Dev,11.6,,Pune,"Python, Serverless Architecture, PostgreSQL"
E924,Tommy Harmon,Full Stack Dev,7.6,,Delhi,"Data Visualization, CI/CD, React"
E925,Angela Greene,AI Research,3.7,,Mumbai,"Quantum Computing, Network Security, Serverless Architecture"
E926,Jack Cruz,Cybersecurity,13.3,,Chennai,"Quantum Computing, Big Data, Real-time Data Processing"
E927,Shelley Smith,Cybersecurity,5.8,,Chennai,"Machine Learning, Data Warehousing, TensorFlow"
